,PC1,PC2,PC3
HAS_DATE,0.5809054238538975,-0.7267285858772096,-0.32065224722128566
ONE_ON_ONE,0.6753045137749839,0.6213137326489795,0.03471824437256599
DATE_GROUP_SIZE,0.40927657374677273,-0.12218074463243794,0.7034552400144313
DATE_RATIO,0.13965204687787292,0.18829056499432834,-0.447843446505509
DATE_ROSE,0.13965204687787297,0.1882905649943284,-0.4478434465055088
FIRST_IMPRESSION_ROSE,0.0,-0.0,-0.0
