,PC1,PC2,PC3
HAS_DATE,0.6804003058666219,0.35859643288443,-0.6391119010777141
ONE_ON_ONE,0.6804003058666203,-0.6330774389529115,0.36914547276843657
DATE_GROUP_SIZE,0.15717383958875708,0.3960730381345444,0.38955855265304157
DATE_RATIO,0.15717383958875708,0.39607303813454464,0.3895585526530416
DATE_ROSE,0.15717383958875708,0.39607303813454475,0.3895585526530417
FIRST_IMPRESSION_ROSE,-0.0,0.0,-0.0
