,PC1,PC2,PC3
HAS_DATE,0.5558583385537765,0.7598585494608836,-0.29052512726476815
ONE_ON_ONE,0.7001840621954888,-0.5818970512637314,0.05871149476313031
DATE_GROUP_SIZE,0.39001879704458453,0.11271172548207731,0.6850175808878802
DATE_RATIO,0.1559633361716053,-0.18882117662040582,-0.4705842244938654
DATE_ROSE,0.1559633361716044,-0.18882117662040496,-0.4705842244938659
FIRST_IMPRESSION_ROSE,0.0,0.0,-0.0
