,PC1,PC2,PC3
HAS_DATE,0.6264548165283977,0.7512352498603138,-0.17758803698503287
ONE_ON_ONE,0.6868890737679206,-0.5617315629444292,0.2728626761215053
DATE_GROUP_SIZE,0.2725325406791076,0.004199814351090625,0.4679107408227495
DATE_RATIO,0.1753051303550616,-0.2450363362021411,-0.5809767584517986
DATE_ROSE,0.1753051303550614,-0.2450363362021406,-0.5809767584517984
FIRST_IMPRESSION_ROSE,0.0,0.0,-0.0
