,PC1,PC2,PC3
HAS_DATE,0.6903360159874304,-0.3362863942153344,-0.6405838322157773
ONE_ON_ONE,0.6903360159874312,0.5711269354185714,0.4441285947448017
DATE_GROUP_SIZE,0.12499649336575186,-0.4323291511125285,0.36166381499663736
DATE_RATIO,0.12499649336575186,-0.4323291511125285,0.3616638149966357
DATE_ROSE,0.12499649336575186,-0.43232915111253006,0.3616638149966269
FIRST_IMPRESSION_ROSE,-0.0,0.0,-0.0
