,PC1,PC2,PC3
HAS_DATE,0.5756694312018571,0.7736553598321142,-0.19293667958237018
ONE_ON_ONE,0.7048250309312111,-0.5583185075872006,0.21967867967410737
DATE_GROUP_SIZE,0.33402527089549683,0.06038501502326915,0.47774957754181985
DATE_RATIO,0.17357059105121664,-0.20747467104357908,-0.5857781391136841
DATE_ROSE,0.17357059105121608,-0.20747467104357836,-0.5857781391136857
FIRST_IMPRESSION_ROSE,0.0,0.0,-0.0
