,PC1,PC2,PC3
HAS_DATE,0.5415864325571542,0.7760088678818192,-0.25940431302227573
ONE_ON_ONE,0.711516299777214,-0.5558229211419061,0.12793061558789165
DATE_GROUP_SIZE,0.37336599578349006,0.1154368811369017,0.6168274051492066
DATE_RATIO,0.17468045742721183,-0.1943520565564466,-0.517622986466811
DATE_ROSE,0.17468045742721217,-0.19435205655644688,-0.5176229864668108
FIRST_IMPRESSION_ROSE,0.0,0.0,-0.0
